Object,Date,Distance,Width,SigmaImpact,SigmaLOV,StretchLOV,ImpactProbability,ImpactEnergy,PalermoScale,TorinoScale
2011EB74,2086-03-16.25,0.56,1.00e-02,0.000,-3.77925,1.78e+05,2.9e-09,4.40e-02,-9.95,0
2011EB74,2086-03-16.67,0.94,1.20e+00,0.000,2.03620,1.04e+06,3.6e-08,1.27e-01,-8.50,0
2011EB74,2087-03-16.57,0.39,1.41e-01,0.000,-2.60968,5.22e+05,4.6e-08,5.29e-02,-8.70,0
2011EB74,2087-03-16.60,0.25,5.03e-01,0.000,-2.23335,1.36e+05,3.9e-07,5.63e-02,-7.75,0
2011EB74,2087-03-16.60,0.06,3.15e-01,0.000,-2.58349,2.31e+05,1.2e-07,5.31e-02,-8.30,0
2011EB74,2087-03-16.74,1.62,2.90e-01,2.155,-0.16653,1.04e+06,4.6e-09,8.12e-02,-9.55,0
2011EB74,2087-03-16.77,0.64,2.36e-01,0.000,1.01933,4.59e+05,7.3e-07,1.02e-01,-7.27,0
2011EB74,2087-03-16.80,0.82,5.15e-01,0.000,0.26656,1.56e+06,2.4e-07,8.83e-02,-7.81,0
2011EB74,2087-03-16.81,1.36,3.94e-01,0.922,0.28010,2.30e+06,3.2e-08,8.85e-02,-8.67,0
2011EB74,2087-03-16.85,0.46,1.08e+00,0.000,1.46454,2.73e+06,4.9e-08,1.12e-01,-8.41,0
2011EB74,2089-03-16.10,1.02,2.10e-01,0.085,-1.56633,2.69e+06,2.0e-08,6.31e-02,-9.01,0
2011EB74,2089-03-16.44,4.12,3.58e+00,0.873,2.29531,3.44e+05,1.5e-08,1.34e-01,-8.87,0
2011EB74,2091-03-16.62,1.05,3.92e-01,0.121,-0.43754,2.45e+06,8.5e-08,7.73e-02,-8.32,0
2011EB74,2091-03-16.63,0.79,4.30e-01,0.000,-0.80462,3.54e+06,8.4e-08,7.23e-02,-8.35,0
2011EB74,2091-03-16.65,0.12,1.07e-01,0.000,-0.79694,1.39e+06,4.1e-07,7.24e-02,-7.66,0
2011EB74,2091-03-16.87,2.30,6.01e-01,2.167,1.65980,1.93e+05,8.5e-09,1.17e-01,-9.18,0
2011EB74,2092-03-15.84,0.49,5.30e-01,0.000,-0.82990,2.68e+06,1.4e-07,7.19e-02,-8.12,0
2011EB74,2092-03-15.89,1.02,4.93e-01,0.034,-1.41512,1.03e+06,9.6e-08,6.47e-02,-8.34,0
2011EB74,2092-03-15.91,0.03,1.94e-01,0.000,-0.53141,6.75e+05,1.0e-06,7.58e-02,-7.26,0
2011EB74,2092-03-16.14,0.55,5.02e-01,0.000,2.00548,6.21e+05,1.1e-07,1.26e-01,-8.03,0
2011EB74,2093-03-16.12,1.62,4.40e-01,1.411,-1.62780,1.59e+06,5.6e-09,6.25e-02,-9.59,0
2011EB74,2093-03-16.33,0.06,1.76e-01,0.000,0.18113,2.31e+05,3.3e-06,8.70e-02,-6.70,0
2011EB74,2093-03-16.34,0.22,1.62e-01,0.000,0.18372,5.89e+04,1.3e-05,8.70e-02,-6.12,0
2011EB74,2093-03-16.35,0.69,2.37e-01,0.000,0.18793,1.59e+05,3.2e-06,8.71e-02,-6.72,0
2011EB74,2093-03-16.39,0.61,1.78e-01,0.000,2.43188,2.12e+07,1.5e-09,1.39e-01,-9.89,0
2011EB74,2094-03-16.32,1.01,5.31e-01,0.027,-1.89450,1.92e+05,2.4e-07,5.97e-02,-7.98,0
2011EB74,2094-03-16.33,0.41,5.31e-01,0.000,-1.89089,1.29e+05,7.5e-07,5.97e-02,-7.48,0
2011EB74,2094-03-16.34,0.40,3.80e-01,0.000,-1.88632,4.88e+05,2.2e-07,5.98e-02,-8.01,0
2011EB74,2094-03-16.59,0.13,1.24e+00,0.000,1.58333,1.26e+06,8.4e-08,1.15e-01,-8.20,0
2011EB74,2095-03-16.53,0.72,2.84e-01,0.000,-2.20340,1.19e+06,3.5e-08,5.66e-02,-8.84,0
2011EB74,2095-03-16.54,0.38,4.20e-01,0.000,-2.20306,9.63e+05,5.8e-08,5.66e-02,-8.62,0
2011EB74,2095-03-16.57,0.35,&lt;1.e-04,0.000,-0.80793,8.23e+07,6.6e-09,7.22e-02,-9.48,0
2011EB74,2095-03-16.58,0.03,1.99e-01,0.000,-1.66172,2.00e+06,9.8e-08,6.20e-02,-8.36,0
2011EB74,2095-03-16.59,0.37,3.83e-01,0.000,-1.67509,1.59e+06,1.0e-07,6.19e-02,-8.34,0
2011EB74,2095-03-16.62,2.07,3.81e-01,2.799,-1.71127,1.14e+06,1.7e-10,6.15e-02,-11.10,0
2011EB74,2095-03-16.70,6.72,2.24e+00,2.555,-1.06491,4.26e+05,4.0e-09,6.89e-02,-9.71,0
2011EB74,2095-03-16.85,0.26,6.19e-01,0.000,1.97890,2.91e+05,2.8e-07,1.25e-01,-7.65,0
2011EB74,2095-03-16.92,4.03,2.11e+00,1.438,1.97015,1.73e+05,3.4e-08,1.25e-01,-8.58,0
2011EB74,2096-03-15.81,0.42,3.11e-01,0.000,-1.70893,2.12e+06,7.2e-08,6.16e-02,-8.50,0
2011EB74,2096-03-15.82,0.57,4.00e-01,0.000,-1.70293,1.65e+06,7.7e-08,6.17e-02,-8.47,0
2011EB74,2096-03-15.85,0.36,6.39e-01,0.000,-0.63829,3.38e+06,1.3e-07,7.45e-02,-8.17,0
2011EB74,2096-03-15.90,1.17,1.95e-01,0.875,-0.69147,1.04e+06,4.7e-08,7.37e-02,-8.63,0
2011EB74,2096-03-15.91,0.92,6.09e-02,0.000,-0.68723,1.29e+06,1.7e-07,7.38e-02,-8.06,0
2011EB74,2097-03-16.04,0.48,5.92e-01,0.000,-1.95487,1.18e+06,6.7e-08,5.90e-02,-8.55,0
2011EB74,2097-03-16.06,0.52,5.62e-01,0.000,-1.76229,2.82e+07,3.9e-09,6.10e-02,-9.77,0
2011EB74,2097-03-16.42,5.59,1.48e+01,0.310,2.31396,1.70e+05,1.3e-08,1.35e-01,-8.99,0
2011EB74,2098-03-16.30,0.72,9.74e-01,0.000,-1.94438,2.19e+07,2.5e-09,5.91e-02,-9.98,0
2011EB74,2098-03-16.34,0.33,6.89e-01,0.000,-1.94787,4.84e+05,1.7e-07,5.91e-02,-8.16,0
2011EB74,2098-03-16.53,0.53,1.18e-01,0.000,0.29248,2.89e+06,2.2e-07,8.87e-02,-7.90,0
2011EB74,2098-03-16.53,0.12,2.83e-01,0.000,1.02340,4.03e+05,1.1e-06,1.02e-01,-7.15,0
2011EB74,2098-03-16.75,11.24,4.92e+00,2.084,1.63457,1.61e+05,1.2e-08,1.16e-01,-9.05,0
2011EB74,2098-03-16.77,3.23,5.24e+00,0.425,3.89381,5.72e+04,7.0e-10,1.96e-01,-10.10,0
2011EB74,2099-03-16.58,0.94,7.94e-01,0.000,-2.17698,5.95e+05,5.1e-08,5.69e-02,-8.69,0
2011EB74,2100-03-16.84,1.88,9.49e-01,0.931,-1.96455,9.25e+05,1.6e-08,5.89e-02,-9.19,0
2011EB74,2101-03-17.26,0.80,1.72e-01,0.000,0.20463,2.39e+06,1.7e-07,8.73e-02,-8.02,0
2011EB74,2101-03-17.34,0.79,2.92e-01,0.000,2.00615,1.07e+06,5.1e-08,1.26e-01,-8.42,0
2011EB74,2101-03-17.34,0.14,1.75e-01,0.000,2.01989,3.41e+06,3.0e-08,1.26e-01,-8.66,0
2011EB74,2101-03-17.36,0.06,1.02e-01,0.000,2.01762,3.30e+05,3.1e-07,1.26e-01,-7.64,0
2011EB74,2101-03-17.37,0.82,2.11e-01,0.000,0.96807,4.08e+06,6.0e-08,1.02e-01,-8.43,0
2011EB74,2101-03-17.49,6.00,1.49e+00,3.356,2.41900,9.16e+04,1.2e-10,1.38e-01,-11.00,0
2011EB74,2103-03-17.63,0.07,2.22e-02,0.000,-0.79581,1.72e+06,3.4e-07,7.23e-02,-7.81,0
2011EB74,2103-03-17.89,1.89,1.67e+00,0.531,3.30101,7.42e+05,9.3e-10,1.69e-01,-10.10,0
2011EB74,2103-03-18.06,11.65,8.61e+00,1.237,3.00062,3.08e+05,8.4e-10,1.58e-01,-10.10,0
2011EB74,2104-03-16.75,1.27,2.43e-01,1.133,-1.57780,7.12e+05,1.8e-08,6.30e-02,-9.14,0
2011EB74,2104-03-16.76,0.78,1.13e-01,0.000,-1.57620,9.72e+05,1.4e-07,6.30e-02,-8.24,0
2011EB74,2104-03-16.78,0.37,4.55e-02,0.000,-2.57578,6.84e+05,3.9e-08,5.32e-02,-8.86,0
2011EB74,2104-03-16.87,4.06,1.03e+00,2.975,-2.44908,1.31e+05,2.7e-10,5.44e-02,-11.00,0
2011EB74,2104-03-17.42,19.14,7.09e+00,2.557,2.08415,1.47e+04,1.5e-08,1.29e-01,-8.98,0
2011EB74,2104-03-17.49,24.37,9.58e+00,2.441,2.12034,1.05e+04,2.1e-08,1.30e-01,-8.82,0
2011EB74,2105-03-17.03,0.46,2.67e-01,0.000,-2.23095,1.04e+07,5.2e-09,5.64e-02,-9.71,0
2011EB74,2105-03-17.39,3.03,1.17e+00,1.736,1.58238,7.37e+05,8.9e-09,1.15e-01,-9.24,0
2011EB74,2107-03-17.93,10.10,3.22e+00,2.826,1.63987,2.52e+06,1.3e-10,1.17e-01,-11.10,0
2011EB74,2108-03-16.86,1.69,2.38e-01,2.879,-0.45008,1.65e+06,2.8e-10,7.70e-02,-10.90,0
2011EB74,2112-03-17.50,28.27,1.11e+01,2.459,2.12352,6.59e+05,2.8e-10,1.30e-01,-10.70,0
2011EB74,2113-03-17.17,0.69,4.90e-01,0.000,0.23678,6.67e+05,6.7e-07,8.78e-02,-7.49,0
2011EB74,2113-03-17.18,0.11,9.03e-02,0.000,0.22334,3.14e+05,2.5e-06,8.76e-02,-6.93,0
2011EB74,2113-03-17.18,0.10,5.25e-02,0.000,0.23641,2.54e+05,3.0e-06,8.78e-02,-6.83,0
2011EB74,2113-03-17.56,14.47,4.51e+00,2.985,2.05886,1.93e+05,4.3e-10,1.28e-01,-10.60,0
2011EB74,2113-03-17.59,15.90,9.47e+00,1.574,2.06967,1.38e+05,1.1e-08,1.28e-01,-9.15,0
2011UM169,2098-10-23.63,0.43,6.27e-03,0.000,-4.95801,6.60e+03,5.1e-10,1.77e+00,-9.50,0
2011UM169,2100-10-24.01,0.59,&lt;1.e-04,0.000,0.47250,3.11e+06,1.9e-07,1.86e+00,-6.93,0
2011UM169,2102-10-24.51,0.13,6.22e-03,0.000,0.94905,5.49e+04,9.2e-06,1.88e+00,-5.24,0
2011UM169,2102-10-24.52,0.80,6.28e-03,0.000,0.85779,1.25e+04,2.7e-05,1.87e+00,-4.78,0
2011UM169,2102-10-24.56,0.13,&lt;1.e-04,0.000,1.69923,2.86e+06,6.5e-08,1.89e+00,-7.39,0
2011UM169,2103-10-24.79,0.13,5.56e-03,0.000,-2.67130,4.37e+05,5.1e-08,1.81e+00,-7.51,0
2011UM169,2103-10-24.83,0.02,5.47e-03,0.000,-3.08062,2.68e+05,2.6e-08,1.80e+00,-7.81,0
2011UM169,2103-10-24.84,0.40,3.93e-03,0.000,-2.99058,9.35e+05,9.0e-09,1.80e+00,-8.27,0
2011UM169,2104-10-24.04,0.05,&lt;1.e-04,0.000,1.03070,6.13e+06,7.6e-08,1.88e+00,-7.33,0
2011UM169,2104-10-24.06,0.92,&lt;1.e-04,0.000,-1.66205,1.54e+07,5.2e-09,1.83e+00,-8.51,0
2011UM169,2104-10-24.09,0.29,1.92e-02,0.000,-0.21811,2.28e+06,3.3e-07,1.85e+00,-6.70,0
2011UM169,2104-10-24.09,0.46,6.80e-03,0.000,-0.23907,4.09e+05,1.7e-06,1.85e+00,-5.99,0
2011UM169,2104-10-24.09,0.28,&lt;1.e-04,0.000,0.40830,4.75e+06,1.5e-07,1.87e+00,-7.04,0
2011UM169,2105-10-24.33,0.85,7.86e-03,0.000,-1.69618,1.56e+06,6.4e-08,1.83e+00,-7.42,0
2011UM169,2105-10-24.33,0.18,6.37e-03,0.000,-3.59451,3.75e+04,3.3e-08,1.79e+00,-7.72,0
2011UM169,2105-10-24.34,0.60,6.09e-03,0.000,-3.49213,6.76e+03,2.1e-07,1.79e+00,-6.90,0
2011UM169,2105-10-24.35,0.76,6.31e-03,0.000,-3.45055,8.18e+03,1.7e-07,1.79e+00,-7.01,0
2011UM169,2106-10-24.52,0.10,1.92e-02,0.000,1.04917,2.64e+06,1.7e-07,1.87e+00,-6.99,0
2011UM169,2106-10-24.54,0.71,2.22e-02,0.000,0.71228,4.13e+06,1.1e-07,1.87e+00,-7.20,0
2011UM169,2106-10-24.55,0.29,6.05e-03,0.000,0.16747,2.90e+05,2.6e-06,1.86e+00,-5.81,0
2011UM169,2107-10-24.79,0.84,6.21e-03,0.000,2.27384,2.99e+05,1.1e-07,1.90e+00,-7.19,0
2011UM169,2107-10-24.79,0.51,6.19e-03,0.000,2.38565,1.94e+04,2.1e-06,1.90e+00,-5.91,0
2006BC8,2050-07-26.42,0.37,1.51e-02,0.000,0.03764,5.85e+05,1.3e-06,1.53e+00,-5.78,0
2006BC8,2052-01-24.02,0.22,&lt;1.e-04,0.000,-0.38954,3.93e+05,1.8e-06,1.54e+00,-5.64,0
2006BC8,2058-07-26.44,0.27,1.92e-02,0.000,0.03007,2.88e+06,2.7e-07,1.53e+00,-6.55,0
2006BC8,2071-01-23.72,0.60,1.11e-02,0.000,-0.83010,4.09e+06,1.1e-07,1.53e+00,-7.03,0
2006BC8,2072-01-24.00,0.29,&lt;1.e-04,0.000,-0.14310,2.02e+06,3.8e-07,1.54e+00,-6.51,0
2006BC8,2072-01-24.01,0.81,7.86e-03,0.000,-0.15190,2.94e+06,1.6e-07,1.54e+00,-6.89,0
2006BC8,2073-01-23.19,0.34,4.81e-03,0.000,-0.08993,1.08e+06,6.9e-07,1.54e+00,-6.26,0
2006BC8,2075-01-23.61,0.07,1.20e-03,0.000,-0.37376,1.51e+05,4.9e-06,1.54e+00,-5.42,0
2006BC8,2086-01-23.42,0.52,&lt;1.e-04,0.000,0.82121,3.73e+06,1.3e-07,1.54e+00,-7.07,0
2006BC8,2088-01-23.94,0.88,&lt;1.e-04,0.000,0.32571,2.68e+06,1.4e-07,1.54e+00,-7.06,0
2006BC8,2088-07-25.82,0.79,1.51e-02,0.000,-0.96506,3.30e+05,9.6e-07,1.53e+00,-6.22,0
2006BC8,2089-01-23.10,0.87,&lt;1.e-04,0.000,0.43092,6.60e+06,5.5e-08,1.54e+00,-7.46,0
2006BC8,2093-01-23.08,0.30,2.20e-03,0.000,-3.97801,1.23e+05,2.5e-09,1.52e+00,-8.84,0
2006BC8,2094-01-23.20,0.53,&lt;1.e-04,0.000,-0.32489,3.74e+06,1.7e-07,1.54e+00,-6.99,0
2006BC8,2094-01-23.47,0.17,&lt;1.e-04,0.000,-0.42493,3.11e+06,2.3e-07,1.54e+00,-6.86,0
2006BC8,2095-07-26.46,0.85,1.36e-02,0.000,-0.88542,2.06e+06,1.4e-07,1.53e+00,-7.10,0
2006BC8,2100-01-23.90,0.01,&lt;1.e-04,0.000,0.87790,6.67e+05,8.0e-07,1.54e+00,-6.36,0
2006BC8,2101-07-26.92,0.64,8.89e-02,0.000,0.67516,2.10e+07,2.3e-08,1.54e+00,-7.91,0
2006BC8,2101-07-26.96,0.53,1.90e-02,0.000,1.25042,4.82e+05,6.3e-07,1.54e+00,-6.47,0
2006BC8,2103-07-27.46,0.55,1.23e-02,0.000,0.55366,2.41e+04,2.3e-05,1.54e+00,-4.91,0
2006BC8,2105-07-26.95,0.85,1.52e-02,0.000,1.39359,9.17e+04,1.7e-06,1.54e+00,-6.07,0
2006BC8,2109-07-26.96,0.96,1.42e-02,0.000,1.11840,6.83e+05,1.8e-07,1.54e+00,-7.06,0
2006BC8,2109-07-26.96,0.92,2.22e-02,0.000,1.39460,3.19e+06,3.6e-08,1.54e+00,-7.75,0
2006BC8,2111-07-27.52,0.20,9.82e-03,0.000,0.64007,4.77e+05,1.3e-06,1.54e+00,-6.19,0
2006BC8,2112-01-24.79,0.07,&lt;1.e-04,0.000,0.79011,5.81e+05,9.9e-07,1.54e+00,-6.32,0
2006BC8,2112-07-26.64,0.36,&lt;1.e-04,0.000,1.24981,5.53e+06,6.1e-08,1.54e+00,-7.53,0
2005VL1,2021-10-30.33,0.99,6.82e-04,0.000,-2.14882,3.37e+02,3.6e-05,9.03e-02,-4.62,0
2005VL1,2022-10-30.36,0.91,&lt;1.e-04,0.000,-2.16389,8.20e+05,3.9e-08,9.05e-02,-7.64,0
2005VL1,2024-10-29.81,0.82,&lt;1.e-04,0.000,-2.13117,9.05e+05,5.1e-08,9.04e-02,-7.62,0
2005VL1,2025-10-30.03,0.30,&lt;1.e-04,0.000,-2.10648,3.03e+05,2.7e-07,9.05e-02,-6.93,0
2005VL1,2028-10-29.90,0.69,7.86e-03,0.000,-2.12180,1.37e+06,4.4e-08,9.03e-02,-7.82,0
2005VL1,2028-10-29.94,1.00,1.39e-03,1.542,-2.21634,2.62e+05,5.0e-10,9.04e-02,-9.77,0
2005VL1,2029-10-30.21,0.86,&lt;1.e-04,0.000,-2.19644,5.91e+05,6.2e-08,9.03e-02,-7.71,0
2005VL1,2032-10-30.26,0.26,&lt;1.e-04,0.000,-2.11720,1.27e+06,6.5e-08,9.03e-02,-7.77,0
2005VL1,2037-01-16.81,0.15,&lt;1.e-04,0.000,-2.11707,8.64e+06,9.7e-09,9.02e-02,-8.68,0
2005VL1,2038-10-28.92,0.95,3.74e-03,0.000,-2.57950,9.62e+04,9.5e-08,9.03e-02,-7.72,0
2005VL1,2040-10-29.88,0.85,&lt;1.e-04,0.000,-2.25412,1.67e+05,2.0e-07,9.04e-02,-7.44,0
2005VL1,2040-10-30.99,0.17,&lt;1.e-04,0.000,-2.01423,1.63e+06,6.3e-08,9.06e-02,-7.93,0
2005VL1,2042-10-29.54,0.02,&lt;1.e-04,0.000,-1.93057,3.61e+06,3.4e-08,9.02e-02,-8.23,0
2005VL1,2043-10-31.74,0.67,&lt;1.e-04,0.000,-2.08509,2.85e+06,2.4e-08,9.05e-02,-8.41,0
2005VL1,2050-10-28.11,0.76,3.40e-03,0.000,-2.59440,2.12e+05,8.4e-08,9.04e-02,-7.95,0
2005VL1,2050-10-28.11,0.59,3.93e-03,0.000,-2.59242,4.29e+05,5.2e-08,9.04e-02,-8.16,0
2005VL1,2052-10-29.49,0.56,6.50e-04,0.000,-1.74559,4.17e+04,3.5e-06,9.05e-02,-6.36,0
2005VL1,2057-10-29.09,0.98,8.51e-04,0.000,-1.84601,1.01e+05,2.5e-07,9.06e-02,-7.55,0
2005VL1,2058-10-29.60,0.56,7.86e-03,0.000,-2.10264,8.61e+05,8.4e-08,9.06e-02,-8.04,0
2005VL1,2059-10-31.95,0.05,&lt;1.e-04,0.000,-2.01577,1.62e+06,6.4e-08,9.04e-02,-8.16,0
2005VL1,2061-10-27.96,0.68,3.93e-03,0.000,-2.57415,8.52e+05,2.5e-08,9.01e-02,-8.59,0
2005VL1,2062-10-29.43,0.91,7.86e-03,0.000,-1.84466,1.07e+06,5.7e-08,9.05e-02,-8.24,0
2005VL1,2063-01-31.71,0.21,7.86e-03,0.000,2.43170,6.80e+05,6.0e-08,9.24e-02,-8.21,0
2005VL1,2066-10-28.00,0.42,3.14e-02,0.000,-1.98513,4.12e+06,2.4e-08,9.03e-02,-8.64,0
2005VL1,2066-10-29.54,0.47,&lt;1.e-04,0.000,-2.49018,1.04e+06,3.0e-08,8.97e-02,-8.55,0
2005VL1,2067-10-29.83,0.32,&lt;1.e-04,0.000,-1.87634,1.41e+06,9.2e-08,9.01e-02,-8.08,0
2005VL1,2067-10-29.87,0.30,&lt;1.e-04,0.000,-1.90181,4.30e+06,2.9e-08,9.01e-02,-8.58,0
2005VL1,2068-10-28.01,0.29,3.14e-02,0.000,-1.75173,7.14e+06,2.3e-08,9.05e-02,-8.69,0
2005VL1,2071-10-31.56,0.72,4.44e-02,0.000,-0.98955,6.69e+06,5.1e-08,9.05e-02,-8.36,0
2005VL1,2071-11-02.37,0.57,3.93e-03,0.000,-1.63091,7.67e+05,2.3e-07,9.05e-02,-7.72,0
2005VL1,2073-10-27.59,0.59,&lt;1.e-04,0.000,-1.85428,9.09e+05,1.3e-07,9.04e-02,-7.98,0
2005VL1,2073-11-01.64,0.11,9.82e-04,0.000,2.10473,2.14e+05,4.1e-07,9.25e-02,-7.47,0
2005VL1,2074-10-31.97,0.61,&lt;1.e-04,0.000,-1.37276,4.69e+06,5.2e-08,9.09e-02,-8.37,0
2005VL1,2074-11-01.48,0.07,3.14e-02,0.000,-0.94732,1.31e+06,3.9e-07,8.99e-02,-7.51,0
2005VL1,2074-11-01.49,1.08,4.37e-02,1.769,-0.94815,1.42e+06,2.3e-09,8.99e-02,-9.73,0
2005VL1,2075-10-27.06,0.67,7.86e-03,0.000,-2.33657,1.56e+06,2.5e-08,9.06e-02,-8.71,0
2005VL1,2077-10-29.95,0.40,3.47e-04,0.000,-1.90996,7.54e+04,1.6e-06,9.03e-02,-6.92,0
2005VL1,2079-11-02.57,0.94,&lt;1.e-04,0.000,2.13803,2.12e+06,1.3e-08,9.27e-02,-9.02,0
2005VL1,2081-10-31.07,0.29,&lt;1.e-04,0.000,-0.57297,2.04e+06,3.2e-07,9.04e-02,-7.64,0
2005VL1,2083-11-01.50,0.89,1.59e-03,0.000,2.24102,6.09e+04,4.8e-07,9.22e-02,-7.46,0
2005VL1,2086-10-29.80,0.95,&lt;1.e-04,0.000,1.42990,2.00e+06,4.5e-08,9.17e-02,-8.51,0
2005VL1,2087-10-28.71,0.70,2.78e-03,0.000,1.58515,5.22e+05,3.1e-07,9.21e-02,-7.68,0
2005VL1,2087-10-29.63,0.96,&lt;1.e-04,0.000,-0.66836,9.08e+06,2.1e-08,9.05e-02,-8.85,0
2005VL1,2088-10-31.97,0.05,1.96e-03,0.000,2.24434,2.80e+05,2.3e-07,9.21e-02,-7.81,0
2005VL1,2089-10-28.09,0.73,&lt;1.e-04,0.000,-1.59096,2.90e+06,5.3e-08,8.99e-02,-8.47,0
2005VL1,2089-10-31.75,0.81,&lt;1.e-04,0.000,2.12161,2.83e+06,1.8e-08,9.24e-02,-8.94,0
2005VL1,2090-10-31.63,0.96,1.57e-02,0.000,-1.04663,3.51e+06,3.5e-08,9.03e-02,-8.65,0
2005VL1,2090-11-01.82,0.31,&lt;1.e-04,0.000,-0.51444,3.12e+07,2.2e-08,9.08e-02,-8.84,0
2005VL1,2090-11-02.28,0.74,&lt;1.e-04,0.000,-0.67745,2.42e+06,1.8e-07,9.09e-02,-7.95,0
2005VL1,2091-10-28.98,0.51,2.22e-02,0.000,-1.30049,4.13e+06,7.1e-08,9.01e-02,-8.35,0
2005VL1,2091-10-29.42,0.22,1.24e-02,0.000,-0.81153,1.16e+06,4.8e-07,9.03e-02,-7.52,0
2005VL1,2091-10-29.46,0.16,9.62e-03,0.000,-0.72173,1.20e+06,5.1e-07,9.03e-02,-7.50,0
2005VL1,2092-11-01.73,0.69,1.11e-02,0.000,-1.46877,2.04e+06,9.6e-08,9.07e-02,-8.22,0
2005VL1,2092-11-02.24,0.93,2.22e-02,0.000,-0.90227,4.78e+06,4.2e-08,9.06e-02,-8.59,0
2005VL1,2094-10-31.55,0.99,1.57e-02,0.000,-0.57108,2.10e+06,4.4e-08,9.03e-02,-8.57,0
2005VL1,2094-11-01.08,0.58,&lt;1.e-04,0.000,2.12321,9.42e+06,7.3e-09,9.24e-02,-9.35,0
2005VL1,2097-11-02.14,0.98,3.93e-03,0.000,-1.51472,9.17e+05,5.5e-08,9.07e-02,-8.49,0
2005VL1,2097-11-02.60,0.49,1.57e-02,0.000,1.63288,2.58e+06,7.1e-08,9.19e-02,-8.37,0
2005VL1,2097-11-03.20,0.93,&lt;1.e-04,0.000,1.69174,2.05e+06,3.5e-08,9.18e-02,-8.69,0
2005VL1,2103-11-05.81,0.36,&lt;1.e-04,0.000,-0.27903,9.39e+05,7.6e-07,9.08e-02,-7.38,0
2005VL1,2103-11-05.90,0.92,7.86e-03,0.000,1.08825,1.58e+06,1.1e-07,9.13e-02,-8.22,0
2005VL1,2105-10-27.63,0.22,6.29e-02,0.000,-1.53679,1.13e+07,2.1e-08,9.05e-02,-8.95,0
2005VL1,2106-10-31.61,0.88,&lt;1.e-04,0.000,-1.05071,3.00e+07,8.8e-09,9.06e-02,-9.33,0
2005VL1,2108-11-04.95,0.03,&lt;1.e-04,0.000,-0.27887,1.18e+07,6.5e-08,9.07e-02,-8.47,0
2005VL1,2110-10-27.22,0.73,&lt;1.e-04,0.000,0.25177,2.05e+07,2.6e-08,9.09e-02,-8.88,0
2005VL1,2113-11-04.06,0.98,&lt;1.e-04,0.000,1.06686,2.99e+06,3.3e-08,9.12e-02,-8.79,0
2013GM3,2028-04-13.92,0.89,1.26e-02,0.000,-1.42974,1.14e+05,1.1e-06,2.05e-01,-6.12,0
2013GM3,2033-04-14.12,0.52,3.51e-02,0.000,-1.48505,2.15e+06,1.1e-07,2.05e-01,-7.28,0
2013GM3,2033-04-14.15,0.67,1.11e-02,0.000,-1.45619,1.07e+06,1.9e-07,2.05e-01,-7.02,0
2013GM3,2034-04-14.69,0.37,1.96e-03,0.000,-1.78693,2.47e+05,6.1e-07,2.06e-01,-6.54,0
2013GM3,2035-04-14.59,0.90,6.09e-02,0.000,-1.45181,1.26e+06,9.5e-08,2.05e-01,-7.37,0
2013GM3,2037-04-14.14,0.12,1.11e-02,0.000,-1.44876,1.28e+06,2.2e-07,2.05e-01,-7.05,0
2013GM3,2037-04-14.17,0.17,8.89e-02,0.000,-1.51875,3.73e+06,6.6e-08,2.06e-01,-7.56,0
2013GM3,2039-04-14.64,0.27,1.92e-02,0.000,-1.44647,1.39e+06,1.9e-07,2.05e-01,-7.14,0
2013GM3,2039-04-14.71,0.65,&lt;1.e-04,0.000,-1.71248,7.03e+05,2.0e-07,2.06e-01,-7.12,0
2013GM3,2040-04-13.94,0.46,2.78e-03,0.000,-1.70557,7.19e+05,2.3e-07,2.05e-01,-7.08,0
2013GM3,2040-04-14.43,0.95,2.41e-03,0.000,-2.13440,8.88e+04,2.8e-07,2.06e-01,-6.98,0
2013GM3,2045-04-14.05,0.81,&lt;1.e-04,0.000,-2.03025,5.99e+06,1.0e-08,2.06e-01,-8.50,0
2013GM3,2046-04-14.94,0.67,5.79e-02,0.000,-1.20823,9.39e+05,3.0e-07,2.06e-01,-7.05,0
2013GM3,2047-04-14.34,0.10,7.62e-03,0.000,3.27415,1.44e+05,2.6e-08,2.02e-01,-8.13,0
2013GM3,2047-04-15.73,0.25,6.62e-02,0.000,-0.93032,7.76e+05,6.5e-07,2.06e-01,-6.73,0
2013GM3,2048-04-12.59,0.57,5.65e-02,0.000,-2.20427,8.67e+04,6.6e-07,2.05e-01,-6.73,0
2013GM3,2048-04-14.72,0.84,3.93e-03,0.000,0.23564,9.97e+05,4.2e-07,2.06e-01,-6.93,0
2013GM3,2049-04-14.09,0.81,1.57e-02,0.000,-1.44002,1.67e+06,1.0e-07,2.05e-01,-7.57,0
2013GM3,2049-04-15.09,0.29,3.14e-02,0.000,0.20456,7.87e+06,9.5e-08,2.04e-01,-7.59,0
2013GM3,2049-04-15.52,0.93,3.39e-02,0.000,-3.35347,4.16e+04,2.5e-08,2.07e-01,-8.16,0
2013GM3,2051-04-15.29,0.72,&lt;1.e-04,0.000,0.23841,9.44e+06,6.9e-08,2.03e-01,-7.76,0
2013GM3,2051-04-16.96,0.52,&lt;1.e-04,0.000,0.62960,1.78e+07,3.2e-08,2.03e-01,-8.09,0
2013GM3,2052-04-13.87,0.30,8.78e-03,0.000,-0.42332,1.43e+06,4.9e-07,2.04e-01,-6.92,0
